Count,card_id,slot_01_id,slot_01_name,slot_01_file,override:Symbol 1:rotation,override:Symbol 1:width,override:Symbol 1:height,slot_02_id,slot_02_name,slot_02_file,override:Symbol 2:rotation,override:Symbol 2:width,override:Symbol 2:height,slot_03_id,slot_03_name,slot_03_file,override:Symbol 3:rotation,override:Symbol 3:width,override:Symbol 3:height,slot_04_id,slot_04_name,slot_04_file,override:Symbol 4:rotation,override:Symbol 4:width,override:Symbol 4:height,slot_05_id,slot_05_name,slot_05_file,override:Symbol 5:rotation,override:Symbol 5:width,override:Symbol 5:height,slot_06_id,slot_06_name,slot_06_file,override:Symbol 6:rotation,override:Symbol 6:width,override:Symbol 6:height,slot_07_id,slot_07_name,slot_07_file,override:Symbol 7:rotation,override:Symbol 7:width,override:Symbol 7:height,slot_08_id,slot_08_name,slot_08_file,override:Symbol 8:rotation,override:Symbol 8:width,override:Symbol 8:height,slot_09_id,slot_09_name,slot_09_file,override:Symbol 9:rotation,override:Symbol 9:width,override:Symbol 9:height
1,11,17,Seife,assets/images/arasaac/color/sym_17.png,-15,179,179,39,Schaufel,assets/images/arasaac/color/sym_39.png,5,202,202,26,Eimer,assets/images/arasaac/color/sym_26.png,-15,202,202,53,Karte,assets/images/arasaac/color/sym_53.png,-15,179,179,3,Bett,assets/images/arasaac/color/sym_03.png,0,244,244,62,Schläger,assets/images/arasaac/color/sym_62.png,-5,179,179,48,Zollstock,assets/images/arasaac/color/sym_48.png,-15,196,196,12,Messer,assets/images/arasaac/color/sym_12.png,5,214,214,66,Taschenmesser,assets/images/arasaac/color/sym_66.png,-10,179,179
1,12,66,Taschenmesser,assets/images/arasaac/color/sym_66.png,-10,173,173,47,Zeitung,assets/images/arasaac/color/sym_47.png,15,190,190,25,Computer,assets/images/arasaac/color/sym_25.png,-5,214,214,61,Schlafsack,assets/images/arasaac/color/sym_61.png,-10,185,185,40,Schraubenzieher,assets/images/arasaac/color/sym_40.png,-20,250,250,18,Stift,assets/images/arasaac/color/sym_18.png,15,179,179,4,Brille,assets/images/arasaac/color/sym_04.png,-20,190,190,11,Löffel,assets/images/arasaac/color/sym_11.png,15,190,190,54,Koffer,assets/images/arasaac/color/sym_54.png,10,190,190
1,13,51,Fernglas,assets/images/arasaac/color/sym_51.png,0,190,190,5,Buch,assets/images/arasaac/color/sym_05.png,10,202,202,33,Lineal,assets/images/arasaac/color/sym_33.png,5,190,190,66,Taschenmesser,assets/images/arasaac/color/sym_66.png,0,173,173,42,Spiegel,assets/images/arasaac/color/sym_42.png,20,232,232,14,Regenschirm,assets/images/arasaac/color/sym_14.png,-20,185,185,60,Rollstuhl,assets/images/arasaac/color/sym_60.png,-15,202,202,32,Kerze,assets/images/arasaac/color/sym_32.png,-15,196,196,23,Zahnbürste,assets/images/arasaac/color/sym_23.png,15,185,185
1,14,34,Maus,assets/images/arasaac/color/sym_34.png,15,196,196,13,Pfanne,assets/images/arasaac/color/sym_13.png,-20,190,190,41,Schubkarre,assets/images/arasaac/color/sym_41.png,5,190,190,24,Bauklötze,assets/images/arasaac/color/sym_24.png,0,190,190,52,Fußballtor,assets/images/arasaac/color/sym_52.png,15,250,250,6,Decke,assets/images/arasaac/color/sym_06.png,0,190,190,59,Pfeife,assets/images/arasaac/color/sym_59.png,10,202,202,66,Taschenmesser,assets/images/arasaac/color/sym_66.png,5,196,196,31,Kamm,assets/images/arasaac/color/sym_31.png,-10,179,179
1,15,21,Topf,assets/images/arasaac/color/sym_21.png,-15,196,196,16,Schüssel,assets/images/arasaac/color/sym_16.png,-5,196,196,7,Gabel,assets/images/arasaac/color/sym_07.png,-15,196,196,66,Taschenmesser,assets/images/arasaac/color/sym_66.png,-15,167,167,35,Maßband,assets/images/arasaac/color/sym_35.png,0,244,244,30,Helm,assets/images/arasaac/color/sym_30.png,-5,179,179,49,Angel,assets/images/arasaac/color/sym_49.png,10,190,190,58,Mikrofon,assets/images/arasaac/color/sym_58.png,0,208,208,44,Tastatur,assets/images/arasaac/color/sym_44.png,5,185,185
1,16,29,Hammer,assets/images/arasaac/color/sym_29.png,10,190,190,8,Handtuch,assets/images/arasaac/color/sym_08.png,-20,190,190,43,Säge,assets/images/arasaac/color/sym_43.png,0,190,190,22,Trinkflasche,assets/images/arasaac/color/sym_22.png,20,167,167,66,Taschenmesser,assets/images/arasaac/color/sym_66.png,0,244,244,57,Lupe,assets/images/arasaac/color/sym_57.png,15,190,190,50,Arztkoffer,assets/images/arasaac/color/sym_50.png,0,214,214,36,Puzzle,assets/images/arasaac/color/sym_36.png,-20,208,208,15,Schere,assets/images/arasaac/color/sym_15.png,0,179,179
1,17,42,Spiegel,assets/images/arasaac/color/sym_42.png,5,196,196,1,Ball,assets/images/arasaac/color/sym_01.png,-10,208,208,21,Topf,assets/images/arasaac/color/sym_21.png,20,190,190,62,Schläger,assets/images/arasaac/color/sym_62.png,10,179,179,36,Puzzle,assets/images/arasaac/color/sym_36.png,10,232,232,31,Kamm,assets/images/arasaac/color/sym_31.png,10,173,173,56,Krücke,assets/images/arasaac/color/sym_56.png,-15,208,208,67,Thermoskanne,assets/images/arasaac/color/sym_67.png,5,190,190,11,Löffel,assets/images/arasaac/color/sym_11.png,0,190,190
1,18,32,Kerze,assets/images/arasaac/color/sym_32.png,15,196,196,12,Messer,assets/images/arasaac/color/sym_12.png,-10,208,208,67,Thermoskanne,assets/images/arasaac/color/sym_67.png,-10,196,196,22,Trinkflasche,assets/images/arasaac/color/sym_22.png,0,185,185,35,Maßband,assets/images/arasaac/color/sym_35.png,-20,226,226,41,Schubkarre,assets/images/arasaac/color/sym_41.png,10,167,167,55,Kompass,assets/images/arasaac/color/sym_55.png,-5,196,196,61,Schlafsack,assets/images/arasaac/color/sym_61.png,-5,208,208,2,Besen,assets/images/arasaac/color/sym_02.png,-10,190,190
1,19,3,Bett,assets/images/arasaac/color/sym_03.png,-15,196,196,9,Kissen,assets/images/arasaac/color/sym_09.png,-10,190,190,23,Zahnbürste,assets/images/arasaac/color/sym_23.png,20,190,190,54,Koffer,assets/images/arasaac/color/sym_54.png,-20,190,190,44,Tastatur,assets/images/arasaac/color/sym_44.png,10,244,244,29,Hammer,assets/images/arasaac/color/sym_29.png,10,173,173,64,Stethoskop,assets/images/arasaac/color/sym_64.png,-20,190,190,67,Thermoskanne,assets/images/arasaac/color/sym_67.png,-15,196,196,34,Maus,assets/images/arasaac/color/sym_34.png,10,185,185
1,20,4,Brille,assets/images/arasaac/color/sym_04.png,5,190,190,10,Lampe,assets/images/arasaac/color/sym_10.png,0,190,190,43,Säge,assets/images/arasaac/color/sym_43.png,10,196,196,63,Seil,assets/images/arasaac/color/sym_63.png,10,167,167,53,Karte,assets/images/arasaac/color/sym_53.png,0,250,250,30,Helm,assets/images/arasaac/color/sym_30.png,-20,179,179,67,Thermoskanne,assets/images/arasaac/color/sym_67.png,15,208,208,24,Bauklötze,assets/images/arasaac/color/sym_24.png,0,208,208,33,Lineal,assets/images/arasaac/color/sym_33.png,-10,190,190
1,21,58,Mikrofon,assets/images/arasaac/color/sym_58.png,-5,179,179,15,Schere,assets/images/arasaac/color/sym_15.png,0,190,190,17,Seife,assets/images/arasaac/color/sym_17.png,-20,190,190,67,Thermoskanne,assets/images/arasaac/color/sym_67.png,20,185,185,27,Fahrrad,assets/images/arasaac/color/sym_27.png,5,226,226,52,Fußballtor,assets/images/arasaac/color/sym_52.png,5,190,190,5,Buch,assets/images/arasaac/color/sym_05.png,-5,202,202,40,Schraubenzieher,assets/images/arasaac/color/sym_40.png,-5,214,214,46,Zange,assets/images/arasaac/color/sym_46.png,0,196,196
1,22,16,Schüssel,assets/images/arasaac/color/sym_16.png,0,190,190,28,Gießkanne,assets/images/arasaac/color/sym_28.png,20,196,196,6,Decke,assets/images/arasaac/color/sym_06.png,-5,196,196,67,Thermoskanne,assets/images/arasaac/color/sym_67.png,5,173,173,51,Fernglas,assets/images/arasaac/color/sym_51.png,10,244,244,18,Stift,assets/images/arasaac/color/sym_18.png,15,173,173,57,Lupe,assets/images/arasaac/color/sym_57.png,10,202,202,45,Würfel,assets/images/arasaac/color/sym_45.png,-10,196,196,39,Schaufel,assets/images/arasaac/color/sym_39.png,-5,185,185
1,23,7,Gabel,assets/images/arasaac/color/sym_07.png,-20,190,190,13,Pfanne,assets/images/arasaac/color/sym_13.png,10,214,214,25,Computer,assets/images/arasaac/color/sym_25.png,10,208,208,50,Arztkoffer,assets/images/arasaac/color/sym_50.png,0,190,190,48,Zollstock,assets/images/arasaac/color/sym_48.png,10,226,226,67,Thermoskanne,assets/images/arasaac/color/sym_67.png,20,185,185,19,Tasse,assets/images/arasaac/color/sym_19.png,-10,202,202,60,Rollstuhl,assets/images/arasaac/color/sym_60.png,0,202,202,38,Rucksack,assets/images/arasaac/color/sym_38.png,5,190,190
1,24,59,Pfeife,assets/images/arasaac/color/sym_59.png,-10,179,179,37,Radio,assets/images/arasaac/color/sym_37.png,-10,190,190,26,Eimer,assets/images/arasaac/color/sym_26.png,20,214,214,8,Handtuch,assets/images/arasaac/color/sym_08.png,15,185,185,67,Thermoskanne,assets/images/arasaac/color/sym_67.png,0,226,226,47,Zeitung,assets/images/arasaac/color/sym_47.png,10,167,167,49,Angel,assets/images/arasaac/color/sym_49.png,5,208,208,20,Teller,assets/images/arasaac/color/sym_20.png,15,208,208,14,Regenschirm,assets/images/arasaac/color/sym_14.png,0,196,196
1,25,40,Schraubenzieher,assets/images/arasaac/color/sym_40.png,-20,196,196,12,Messer,assets/images/arasaac/color/sym_12.png,-20,214,214,59,Pfeife,assets/images/arasaac/color/sym_59.png,20,190,190,45,Würfel,assets/images/arasaac/color/sym_45.png,20,167,167,30,Helm,assets/images/arasaac/color/sym_30.png,-15,238,238,50,Arztkoffer,assets/images/arasaac/color/sym_50.png,10,190,190,68,Turnmatte,assets/images/arasaac/color/sym_68.png,-15,202,202,23,Zahnbürste,assets/images/arasaac/color/sym_23.png,-20,214,214,1,Ball,assets/images/arasaac/color/sym_01.png,5,173,173
1,26,39,Schaufel,assets/images/arasaac/color/sym_39.png,0,190,190,11,Löffel,assets/images/arasaac/color/sym_11.png,-15,190,190,68,Turnmatte,assets/images/arasaac/color/sym_68.png,15,208,208,49,Angel,assets/images/arasaac/color/sym_49.png,0,173,173,29,Hammer,assets/images/arasaac/color/sym_29.png,10,226,226,2,Besen,assets/images/arasaac/color/sym_02.png,20,185,185,46,Zange,assets/images/arasaac/color/sym_46.png,-20,190,190,24,Bauklötze,assets/images/arasaac/color/sym_24.png,0,196,196,60,Rollstuhl,assets/images/arasaac/color/sym_60.png,10,173,173
1,27,68,Turnmatte,assets/images/arasaac/color/sym_68.png,-15,179,179,3,Bett,assets/images/arasaac/color/sym_03.png,20,190,190,32,Kerze,assets/images/arasaac/color/sym_32.png,20,202,202,57,Lupe,assets/images/arasaac/color/sym_57.png,-15,190,190,38,Rucksack,assets/images/arasaac/color/sym_38.png,0,250,250,47,Zeitung,assets/images/arasaac/color/sym_47.png,-5,167,167,10,Lampe,assets/images/arasaac/color/sym_10.png,10,214,214,52,Fußballtor,assets/images/arasaac/color/sym_52.png,5,190,190,21,Topf,assets/images/arasaac/color/sym_21.png,5,190,190
1,28,51,Fernglas,assets/images/arasaac/color/sym_51.png,-15,196,196,68,Turnmatte,assets/images/arasaac/color/sym_68.png,15,208,208,31,Kamm,assets/images/arasaac/color/sym_31.png,-15,190,190,37,Radio,assets/images/arasaac/color/sym_37.png,-20,179,179,22,Trinkflasche,assets/images/arasaac/color/sym_22.png,20,238,238,58,Mikrofon,assets/images/arasaac/color/sym_58.png,20,190,190,9,Kissen,assets/images/arasaac/color/sym_09.png,20,214,214,48,Zollstock,assets/images/arasaac/color/sym_48.png,-10,208,208,4,Brille,assets/images/arasaac/color/sym_04.png,-20,179,179
1,29,41,Schubkarre,assets/images/arasaac/color/sym_41.png,-5,173,173,68,Turnmatte,assets/images/arasaac/color/sym_68.png,5,196,196,26,Eimer,assets/images/arasaac/color/sym_26.png,-5,208,208,54,Koffer,assets/images/arasaac/color/sym_54.png,-15,167,167,63,Seil,assets/images/arasaac/color/sym_63.png,15,226,226,36,Puzzle,assets/images/arasaac/color/sym_36.png,15,173,173,19,Tasse,assets/images/arasaac/color/sym_19.png,10,208,208,5,Buch,assets/images/arasaac/color/sym_05.png,15,208,208,16,Schüssel,assets/images/arasaac/color/sym_16.png,15,196,196
1,30,15,Schere,assets/images/arasaac/color/sym_15.png,20,179,179,68,Turnmatte,assets/images/arasaac/color/sym_68.png,-15,214,214,53,Karte,assets/images/arasaac/color/sym_53.png,-20,202,202,25,Computer,assets/images/arasaac/color/sym_25.png,-5,167,167,42,Spiegel,assets/images/arasaac/color/sym_42.png,10,244,244,20,Teller,assets/images/arasaac/color/sym_20.png,20,167,167,6,Decke,assets/images/arasaac/color/sym_06.png,0,202,202,64,Stethoskop,assets/images/arasaac/color/sym_64.png,5,190,190,35,Maßband,assets/images/arasaac/color/sym_35.png,-15,173,173
1,31,61,Schlafsack,assets/images/arasaac/color/sym_61.png,15,173,173,68,Turnmatte,assets/images/arasaac/color/sym_68.png,10,196,196,14,Regenschirm,assets/images/arasaac/color/sym_14.png,20,190,190,56,Krücke,assets/images/arasaac/color/sym_56.png,0,173,173,34,Maus,assets/images/arasaac/color/sym_34.png,-15,250,250,7,Gabel,assets/images/arasaac/color/sym_07.png,15,190,190,28,Gießkanne,assets/images/arasaac/color/sym_28.png,-5,190,190,17,Seife,assets/images/arasaac/color/sym_17.png,20,190,190,43,Säge,assets/images/arasaac/color/sym_43.png,5,196,196
1,32,27,Fahrrad,assets/images/arasaac/color/sym_27.png,0,190,190,68,Turnmatte,assets/images/arasaac/color/sym_68.png,5,190,190,33,Lineal,assets/images/arasaac/color/sym_33.png,-10,202,202,62,Schläger,assets/images/arasaac/color/sym_62.png,5,179,179,18,Stift,assets/images/arasaac/color/sym_18.png,0,244,244,44,Tastatur,assets/images/arasaac/color/sym_44.png,10,179,179,13,Pfanne,assets/images/arasaac/color/sym_13.png,-10,214,214,55,Kompass,assets/images/arasaac/color/sym_55.png,-15,196,196,8,Handtuch,assets/images/arasaac/color/sym_08.png,5,190,190
1,33,32,Kerze,assets/images/arasaac/color/sym_32.png,-5,173,173,20,Teller,assets/images/arasaac/color/sym_20.png,10,214,214,54,Koffer,assets/images/arasaac/color/sym_54.png,15,214,214,39,Schaufel,assets/images/arasaac/color/sym_39.png,20,179,179,43,Säge,assets/images/arasaac/color/sym_43.png,15,232,232,69,Verkehrsschild,assets/images/arasaac/color/sym_69.png,10,185,185,1,Ball,assets/images/arasaac/color/sym_01.png,20,190,190,13,Pfanne,assets/images/arasaac/color/sym_13.png,-20,196,196,58,Mikrofon,assets/images/arasaac/color/sym_58.png,0,190,190
1,34,2,Besen,assets/images/arasaac/color/sym_02.png,-10,196,196,44,Tastatur,assets/images/arasaac/color/sym_44.png,-5,202,202,53,Karte,assets/images/arasaac/color/sym_53.png,0,196,196,40,Schraubenzieher,assets/images/arasaac/color/sym_40.png,5,185,185,57,Lupe,assets/images/arasaac/color/sym_57.png,15,226,226,31,Kamm,assets/images/arasaac/color/sym_31.png,15,185,185,69,Verkehrsschild,assets/images/arasaac/color/sym_69.png,10,208,208,14,Regenschirm,assets/images/arasaac/color/sym_14.png,-10,196,196,19,Tasse,assets/images/arasaac/color/sym_19.png,15,173,173
1,35,15,Schere,assets/images/arasaac/color/sym_15.png,-20,196,196,3,Bett,assets/images/arasaac/color/sym_03.png,20,214,214,18,Stift,assets/images/arasaac/color/sym_18.png,0,214,214,37,Radio,assets/images/arasaac/color/sym_37.png,-20,173,173,56,Krücke,assets/images/arasaac/color/sym_56.png,20,250,250,60,Rollstuhl,assets/images/arasaac/color/sym_60.png,20,190,190,69,Verkehrsschild,assets/images/arasaac/color/sym_69.png,-15,196,196,30,Helm,assets/images/arasaac/color/sym_30.png,-20,208,208,41,Schubkarre,assets/images/arasaac/color/sym_41.png,0,190,190
1,36,29,Hammer,assets/images/arasaac/color/sym_29.png,20,173,173,4,Brille,assets/images/arasaac/color/sym_04.png,-5,190,190,55,Kompass,assets/images/arasaac/color/sym_55.png,10,214,214,69,Verkehrsschild,assets/images/arasaac/color/sym_69.png,-10,167,167,38,Rucksack,assets/images/arasaac/color/sym_38.png,-10,250,250,17,Seife,assets/images/arasaac/color/sym_17.png,15,173,173,16,Schüssel,assets/images/arasaac/color/sym_16.png,0,190,190,42,Spiegel,assets/images/arasaac/color/sym_42.png,0,202,202,59,Pfeife,assets/images/arasaac/color/sym_59.png,-20,179,179
1,37,5,Buch,assets/images/arasaac/color/sym_05.png,20,185,185,28,Gießkanne,assets/images/arasaac/color/sym_28.png,-15,214,214,24,Bauklötze,assets/images/arasaac/color/sym_24.png,0,196,196,62,Schläger,assets/images/arasaac/color/sym_62.png,20,185,185,47,Zeitung,assets/images/arasaac/color/sym_47.png,15,250,250,35,Maßband,assets/images/arasaac/color/sym_35.png,15,167,167,50,Arztkoffer,assets/images/arasaac/color/sym_50.png,-20,196,196,9,Kissen,assets/images/arasaac/color/sym_09.png,-20,202,202,69,Verkehrsschild,assets/images/arasaac/color/sym_69.png,-5,179,179
1,38,36,Puzzle,assets/images/arasaac/color/sym_36.png,-10,190,190,49,Angel,assets/images/arasaac/color/sym_49.png,15,214,214,27,Fahrrad,assets/images/arasaac/color/sym_27.png,-5,202,202,69,Verkehrsschild,assets/images/arasaac/color/sym_69.png,-10,167,167,23,Zahnbürste,assets/images/arasaac/color/sym_23.png,-5,226,226,61,Schlafsack,assets/images/arasaac/color/sym_61.png,-5,173,173,10,Lampe,assets/images/arasaac/color/sym_10.png,0,196,196,48,Zollstock,assets/images/arasaac/color/sym_48.png,-5,208,208,6,Decke,assets/images/arasaac/color/sym_06.png,-10,173,173
1,39,22,Trinkflasche,assets/images/arasaac/color/sym_22.png,-15,179,179,33,Lineal,assets/images/arasaac/color/sym_33.png,-20,208,208,52,Fußballtor,assets/images/arasaac/color/sym_52.png,-20,190,190,7,Gabel,assets/images/arasaac/color/sym_07.png,15,185,185,45,Würfel,assets/images/arasaac/color/sym_45.png,-5,244,244,26,Eimer,assets/images/arasaac/color/sym_26.png,-20,173,173,64,Stethoskop,assets/images/arasaac/color/sym_64.png,-10,214,214,69,Verkehrsschild,assets/images/arasaac/color/sym_69.png,-5,196,196,11,Löffel,assets/images/arasaac/color/sym_11.png,0,179,179
1,40,8,Handtuch,assets/images/arasaac/color/sym_08.png,20,179,179,63,Seil,assets/images/arasaac/color/sym_63.png,20,214,214,46,Zange,assets/images/arasaac/color/sym_46.png,-5,208,208,51,Fernglas,assets/images/arasaac/color/sym_51.png,10,167,167,25,Computer,assets/images/arasaac/color/sym_25.png,20,244,244,21,Topf,assets/images/arasaac/color/sym_21.png,5,173,173,34,Maus,assets/images/arasaac/color/sym_34.png,-20,202,202,69,Verkehrsschild,assets/images/arasaac/color/sym_69.png,20,196,196,12,Messer,assets/images/arasaac/color/sym_12.png,-5,196,196
1,41,14,Regenschirm,assets/images/arasaac/color/sym_14.png,-10,173,173,48,Zollstock,assets/images/arasaac/color/sym_48.png,20,202,202,35,Maßband,assets/images/arasaac/color/sym_35.png,0,196,196,18,Stift,assets/images/arasaac/color/sym_18.png,-20,179,179,70,Wanderstock,assets/images/arasaac/color/sym_70.png,-5,226,226,52,Fußballtor,assets/images/arasaac/color/sym_52.png,15,167,167,63,Seil,assets/images/arasaac/color/sym_63.png,10,208,208,1,Ball,assets/images/arasaac/color/sym_01.png,-20,214,214,29,Hammer,assets/images/arasaac/color/sym_29.png,0,185,185
1,42,64,Stethoskop,assets/images/arasaac/color/sym_64.png,0,196,196,17,Seife,assets/images/arasaac/color/sym_17.png,5,190,190,36,Puzzle,assets/images/arasaac/color/sym_36.png,0,202,202,70,Wanderstock,assets/images/arasaac/color/sym_70.png,10,190,190,13,Pfanne,assets/images/arasaac/color/sym_13.png,15,226,226,51,Fernglas,assets/images/arasaac/color/sym_51.png,-10,185,185,30,Helm,assets/images/arasaac/color/sym_30.png,5,208,208,2,Besen,assets/images/arasaac/color/sym_02.png,0,196,196,47,Zeitung,assets/images/arasaac/color/sym_47.png,15,196,196
1,43,3,Bett,assets/images/arasaac/color/sym_03.png,-15,179,179,33,Lineal,assets/images/arasaac/color/sym_33.png,-20,214,214,46,Zange,assets/images/arasaac/color/sym_46.png,-10,202,202,70,Wanderstock,assets/images/arasaac/color/sym_70.png,-15,185,185,61,Schlafsack,assets/images/arasaac/color/sym_61.png,10,232,232,31,Kamm,assets/images/arasaac/color/sym_31.png,10,173,173,50,Arztkoffer,assets/images/arasaac/color/sym_50.png,-20,196,196,20,Teller,assets/images/arasaac/color/sym_20.png,0,190,190,16,Schüssel,assets/images/arasaac/color/sym_16.png,-15,185,185
