card_id,position,symbol_id,name,filename,rotation_deg,size_cm
6,7,54,Koffer,symbols/sym_54.png,0,1.65
6,8,30,Helm,symbols/sym_30.png,10,1.6
6,9,22,Trinkflasche,symbols/sym_22.png,-15,1.5
7,1,47,Zeitung,symbols/sym_47.png,-20,1.5
7,2,31,Kamm,symbols/sym_31.png,-15,1.6
7,3,15,Schere,symbols/sym_15.png,5,1.8
7,4,23,Zahnbürste,symbols/sym_23.png,-10,1.45
7,5,65,Taschenlampe,symbols/sym_65.png,-20,1.9
7,6,63,Seil,symbols/sym_63.png,5,1.6
7,7,55,Kompass,symbols/sym_55.png,10,1.65
7,8,7,Gabel,symbols/sym_07.png,10,1.75
7,9,39,Schaufel,symbols/sym_39.png,15,1.5
8,1,65,Taschenlampe,symbols/sym_65.png,-10,1.6
8,2,16,Schüssel,symbols/sym_16.png,20,1.6
8,3,8,Handtuch,symbols/sym_08.png,0,1.65
8,4,64,Stethoskop,symbols/sym_64.png,-15,1.6
8,5,48,Zollstock,symbols/sym_48.png,-5,1.9
8,6,56,Krücke,symbols/sym_56.png,10,1.55
8,7,40,Schraubenzieher,symbols/sym_40.png,10,1.7
8,8,24,Bauklötze,symbols/sym_24.png,-15,1.6
8,9,32,Kerze,symbols/sym_32.png,-20,1.6
9,1,46,Zange,symbols/sym_46.png,0,1.45
9,2,66,Taschenmesser,symbols/sym_66.png,20,1.8
9,3,19,Tasse,symbols/sym_19.png,-10,1.65
9,4,64,Stethoskop,symbols/sym_64.png,20,1.6
9,5,28,Gießkanne,symbols/sym_28.png,-10,1.95
9,6,10,Lampe,symbols/sym_10.png,5,1.6
9,7,37,Radio,symbols/sym_37.png,10,1.6
9,8,1,Ball,symbols/sym_01.png,15,1.7
9,9,55,Kompass,symbols/sym_55.png,-15,1.6
10,1,66,Taschenmesser,symbols/sym_66.png,20,1.45
10,2,56,Krücke,symbols/sym_56.png,20,1.6
10,3,63,Seil,symbols/sym_63.png,-10,1.75
10,4,2,Besen,symbols/sym_02.png,-20,1.55
10,5,9,Kissen,symbols/sym_09.png,5,2.1
10,6,20,Teller,symbols/sym_20.png,15,1.45
10,7,45,Würfel,symbols/sym_45.png,15,1.6
10,8,27,Fahrrad,symbols/sym_27.png,20,1.8
10,9,38,Rucksack,symbols/sym_38.png,0,1.45
11,1,17,Seife,symbols/sym_17.png,-15,1.5
11,2,39,Schaufel,symbols/sym_39.png,5,1.7
11,3,26,Eimer,symbols/sym_26.png,-15,1.7
11,4,53,Karte,symbols/sym_53.png,-15,1.5
11,5,3,Bett,symbols/sym_03.png,0,2.05
11,6,62,Schläger,symbols/sym_62.png,-5,1.5
11,7,48,Zollstock,symbols/sym_48.png,-15,1.65
11,8,12,Messer,symbols/sym_12.png,5,1.8
11,9,66,Taschenmesser,symbols/sym_66.png,-10,1.5
12,1,66,Taschenmesser,symbols/sym_66.png,-10,1.45
12,2,47,Zeitung,symbols/sym_47.png,15,1.6
12,3,25,Computer,symbols/sym_25.png,-5,1.8
12,4,61,Schlafsack,symbols/sym_61.png,-10,1.55
12,5,40,Schraubenzieher,symbols/sym_40.png,-20,2.1
12,6,18,Stift,symbols/sym_18.png,15,1.5
12,7,4,Brille,symbols/sym_04.png,-20,1.6
12,8,11,Löffel,symbols/sym_11.png,15,1.6
12,9,54,Koffer,symbols/sym_54.png,10,1.6
13,1,51,Fernglas,symbols/sym_51.png,0,1.6
13,2,5,Buch,symbols/sym_05.png,10,1.7
13,3,33,Lineal,symbols/sym_33.png,5,1.6
13,4,66,Taschenmesser,symbols/sym_66.png,0,1.45
13,5,42,Spiegel,symbols/sym_42.png,20,1.95
13,6,14,Regenschirm,symbols/sym_14.png,-20,1.55
13,7,60,Rollstuhl,symbols/sym_60.png,-15,1.7
13,8,32,Kerze,symbols/sym_32.png,-15,1.65
13,9,23,Zahnbürste,symbols/sym_23.png,15,1.55
14,1,34,Maus,symbols/sym_34.png,15,1.65
14,2,13,Pfanne,symbols/sym_13.png,-20,1.6
14,3,41,Schubkarre,symbols/sym_41.png,5,1.6
14,4,24,Bauklötze,symbols/sym_24.png,0,1.6
14,5,52,Fußballtor,symbols/sym_52.png,15,2.1
14,6,6,Decke,symbols/sym_06.png,0,1.6
14,7,59,Pfeife,symbols/sym_59.png,10,1.7
14,8,66,Taschenmesser,symbols/sym_66.png,5,1.65
14,9,31,Kamm,symbols/sym_31.png,-10,1.5
15,1,21,Topf,symbols/sym_21.png,-15,1.65
15,2,16,Schüssel,symbols/sym_16.png,-5,1.65
15,3,7,Gabel,symbols/sym_07.png,-15,1.65
15,4,66,Taschenmesser,symbols/sym_66.png,-15,1.4
15,5,35,Maßband,symbols/sym_35.png,0,2.05
15,6,30,Helm,symbols/sym_30.png,-5,1.5
15,7,49,Angel,symbols/sym_49.png,10,1.6
15,8,58,Mikrofon,symbols/sym_58.png,0,1.75
15,9,44,Tastatur,symbols/sym_44.png,5,1.55
16,1,29,Hammer,symbols/sym_29.png,10,1.6
16,2,8,Handtuch,symbols/sym_08.png,-20,1.6
16,3,43,Säge,symbols/sym_43.png,0,1.6
16,4,22,Trinkflasche,symbols/sym_22.png,20,1.4
16,5,66,Taschenmesser,symbols/sym_66.png,0,2.05
16,6,57,Lupe,symbols/sym_57.png,15,1.6
16,7,50,Arztkoffer,symbols/sym_50.png,0,1.8
16,8,36,Puzzle,symbols/sym_36.png,-20,1.75
16,9,15,Schere,symbols/sym_15.png,0,1.5
17,1,42,Spiegel,symbols/sym_42.png,5,1.65
17,2,1,Ball,symbols/sym_01.png,-10,1.75
17,3,21,Topf,symbols/sym_21.png,20,1.6
17,4,62,Schläger,symbols/sym_62.png,10,1.5
17,5,36,Puzzle,symbols/sym_36.png,10,1.95
17,6,31,Kamm,symbols/sym_31.png,10,1.45
17,7,56,Krücke,symbols/sym_56.png,-15,1.75
17,8,67,Thermoskanne,symbols/sym_67.png,5,1.6
17,9,11,Löffel,symbols/sym_11.png,0,1.6
18,1,32,Kerze,symbols/sym_32.png,15,1.65
18,2,12,Messer,symbols/sym_12.png,-10,1.75
18,3,67,Thermoskanne,symbols/sym_67.png,-10,1.65
18,4,22,Trinkflasche,symbols/sym_22.png,0,1.55
18,5,35,Maßband,symbols/sym_35.png,-20,1.9
18,6,41,Schubkarre,symbols/sym_41.png,10,1.4
18,7,55,Kompass,symbols/sym_55.png,-5,1.65
18,8,61,Schlafsack,symbols/sym_61.png,-5,1.75
18,9,2,Besen,symbols/sym_02.png,-10,1.6
19,1,3,Bett,symbols/sym_03.png,-15,1.65
19,2,9,Kissen,symbols/sym_09.png,-10,1.6
19,3,23,Zahnbürste,symbols/sym_23.png,20,1.6
19,4,54,Koffer,symbols/sym_54.png,-20,1.6
19,5,44,Tastatur,symbols/sym_44.png,10,2.05
19,6,29,Hammer,symbols/sym_29.png,10,1.45
19,7,64,Stethoskop,symbols/sym_64.png,-20,1.6
19,8,67,Thermoskanne,symbols/sym_67.png,-15,1.65
19,9,34,Maus,symbols/sym_34.png,10,1.55
20,1,4,Brille,symbols/sym_04.png,5,1.6
20,2,10,Lampe,symbols/sym_10.png,0,1.6
20,3,43,Säge,symbols/sym_43.png,10,1.65
20,4,63,Seil,symbols/sym_63.png,10,1.4
20,5,53,Karte,symbols/sym_53.png,0,2.1
20,6,30,Helm,symbols/sym_30.png,-20,1.5
20,7,67,Thermoskanne,symbols/sym_67.png,15,1.75
20,8,24,Bauklötze,symbols/sym_24.png,0,1.75
20,9,33,Lineal,symbols/sym_33.png,-10,1.6
21,1,58,Mikrofon,symbols/sym_58.png,-5,1.5
21,2,15,Schere,symbols/sym_15.png,0,1.6
21,3,17,Seife,symbols/sym_17.png,-20,1.6
21,4,67,Thermoskanne,symbols/sym_67.png,20,1.55
21,5,27,Fahrrad,symbols/sym_27.png,5,1.9
21,6,52,Fußballtor,symbols/sym_52.png,5,1.6
21,7,5,Buch,symbols/sym_05.png,-5,1.7
21,8,40,Schraubenzieher,symbols/sym_40.png,-5,1.8
21,9,46,Zange,symbols/sym_46.png,0,1.65
22,1,16,Schüssel,symbols/sym_16.png,0,1.6
22,2,28,Gießkanne,symbols/sym_28.png,20,1.65
22,3,6,Decke,symbols/sym_06.png,-5,1.65
22,4,67,Thermoskanne,symbols/sym_67.png,5,1.45
22,5,51,Fernglas,symbols/sym_51.png,10,2.05
22,6,18,Stift,symbols/sym_18.png,15,1.45
22,7,57,Lupe,symbols/sym_57.png,10,1.7
22,8,45,Würfel,symbols/sym_45.png,-10,1.65
22,9,39,Schaufel,symbols/sym_39.png,-5,1.55
23,1,7,Gabel,symbols/sym_07.png,-20,1.6
23,2,13,Pfanne,symbols/sym_13.png,10,1.8
23,3,25,Computer,symbols/sym_25.png,10,1.75
23,4,50,Arztkoffer,symbols/sym_50.png,0,1.6
23,5,48,Zollstock,symbols/sym_48.png,10,1.9
23,6,67,Thermoskanne,symbols/sym_67.png,20,1.55
23,7,19,Tasse,symbols/sym_19.png,-10,1.7
23,8,60,Rollstuhl,symbols/sym_60.png,0,1.7
23,9,38,Rucksack,symbols/sym_38.png,5,1.6
24,1,59,Pfeife,symbols/sym_59.png,-10,1.5
24,2,37,Radio,symbols/sym_37.png,-10,1.6
24,3,26,Eimer,symbols/sym_26.png,20,1.8
24,4,8,Handtuch,symbols/sym_08.png,15,1.55
24,5,67,Thermoskanne,symbols/sym_67.png,0,1.9
24,6,47,Zeitung,symbols/sym_47.png,10,1.4
24,7,49,Angel,symbols/sym_49.png,5,1.75
24,8,20,Teller,symbols/sym_20.png,15,1.75
24,9,14,Regenschirm,symbols/sym_14.png,0,1.65
25,1,40,Schraubenzieher,symbols/sym_40.png,-20,1.65
25,2,12,Messer,symbols/sym_12.png,-20,1.8
25,3,59,Pfeife,symbols/sym_59.png,20,1.6
25,4,45,Würfel,symbols/sym_45.png,20,1.4
25,5,30,Helm,symbols/sym_30.png,-15,2.0
25,6,50,Arztkoffer,symbols/sym_50.png,10,1.6
25,7,68,Turnmatte,symbols/sym_68.png,-15,1.7
25,8,23,Zahnbürste,symbols/sym_23.png,-20,1.8
25,9,1,Ball,symbols/sym_01.png,5,1.45
26,1,39,Schaufel,symbols/sym_39.png,0,1.6
26,2,11,Löffel,symbols/sym_11.png,-15,1.6
26,3,68,Turnmatte,symbols/sym_68.png,15,1.75
26,4,49,Angel,symbols/sym_49.png,0,1.45
26,5,29,Hammer,symbols/sym_29.png,10,1.9
26,6,2,Besen,symbols/sym_02.png,20,1.55
26,7,46,Zange,symbols/sym_46.png,-20,1.6
26,8,24,Bauklötze,symbols/sym_24.png,0,1.65
26,9,60,Rollstuhl,symbols/sym_60.png,10,1.45
27,1,68,Turnmatte,symbols/sym_68.png,-15,1.5
27,2,3,Bett,symbols/sym_03.png,20,1.6
27,3,32,Kerze,symbols/sym_32.png,20,1.7
27,4,57,Lupe,symbols/sym_57.png,-15,1.6
27,5,38,Rucksack,symbols/sym_38.png,0,2.1
27,6,47,Zeitung,symbols/sym_47.png,-5,1.4
27,7,10,Lampe,symbols/sym_10.png,10,1.8
27,8,52,Fußballtor,symbols/sym_52.png,5,1.6
27,9,21,Topf,symbols/sym_21.png,5,1.6
28,1,51,Fernglas,symbols/sym_51.png,-15,1.65
28,2,68,Turnmatte,symbols/sym_68.png,15,1.75
28,3,31,Kamm,symbols/sym_31.png,-15,1.6
28,4,37,Radio,symbols/sym_37.png,-20,1.5
28,5,22,Trinkflasche,symbols/sym_22.png,20,2.0
28,6,58,Mikrofon,symbols/sym_58.png,20,1.6
28,7,9,Kissen,symbols/sym_09.png,20,1.8
28,8,48,Zollstock,symbols/sym_48.png,-10,1.75
28,9,4,Brille,symbols/sym_04.png,-20,1.5
29,1,41,Schubkarre,symbols/sym_41.png,-5,1.45
29,2,68,Turnmatte,symbols/sym_68.png,5,1.65
29,3,26,Eimer,symbols/sym_26.png,-5,1.75
29,4,54,Koffer,symbols/sym_54.png,-15,1.4
29,5,63,Seil,symbols/sym_63.png,15,1.9
29,6,36,Puzzle,symbols/sym_36.png,15,1.45
29,7,19,Tasse,symbols/sym_19.png,10,1.75
29,8,5,Buch,symbols/sym_05.png,15,1.75
29,9,16,Schüssel,symbols/sym_16.png,15,1.65
30,1,15,Schere,symbols/sym_15.png,20,1.5
30,2,68,Turnmatte,symbols/sym_68.png,-15,1.8
30,3,53,Karte,symbols/sym_53.png,-20,1.7
30,4,25,Computer,symbols/sym_25.png,-5,1.4
30,5,42,Spiegel,symbols/sym_42.png,10,2.05
30,6,20,Teller,symbols/sym_20.png,20,1.4
30,7,6,Decke,symbols/sym_06.png,0,1.7
30,8,64,Stethoskop,symbols/sym_64.png,5,1.6
30,9,35,Maßband,symbols/sym_35.png,-15,1.45
31,1,61,Schlafsack,symbols/sym_61.png,15,1.45
31,2,68,Turnmatte,symbols/sym_68.png,10,1.65
31,3,14,Regenschirm,symbols/sym_14.png,20,1.6
31,4,56,Krücke,symbols/sym_56.png,0,1.45
31,5,34,Maus,symbols/sym_34.png,-15,2.1
31,6,7,Gabel,symbols/sym_07.png,15,1.6
31,7,28,Gießkanne,symbols/sym_28.png,-5,1.6
31,8,17,Seife,symbols/sym_17.png,20,1.6
31,9,43,Säge,symbols/sym_43.png,5,1.65
32,1,27,Fahrrad,symbols/sym_27.png,0,1.6
32,2,68,Turnmatte,symbols/sym_68.png,5,1.6
32,3,33,Lineal,symbols/sym_33.png,-10,1.7
32,4,62,Schläger,symbols/sym_62.png,5,1.5
32,5,18,Stift,symbols/sym_18.png,0,2.05
32,6,44,Tastatur,symbols/sym_44.png,10,1.5
32,7,13,Pfanne,symbols/sym_13.png,-10,1.8
32,8,55,Kompass,symbols/sym_55.png,-15,1.65
32,9,8,Handtuch,symbols/sym_08.png,5,1.6
33,1,32,Kerze,symbols/sym_32.png,-5,1.45
33,2,20,Teller,symbols/sym_20.png,10,1.8
33,3,54,Koffer,symbols/sym_54.png,15,1.8
33,4,39,Schaufel,symbols/sym_39.png,20,1.5
33,5,43,Säge,symbols/sym_43.png,15,1.95
33,6,69,Verkehrsschild,symbols/sym_69.png,10,1.55
33,7,1,Ball,symbols/sym_01.png,20,1.6
33,8,13,Pfanne,symbols/sym_13.png,-20,1.65
33,9,58,Mikrofon,symbols/sym_58.png,0,1.6
34,1,2,Besen,symbols/sym_02.png,-10,1.65
34,2,44,Tastatur,symbols/sym_44.png,-5,1.7
34,3,53,Karte,symbols/sym_53.png,0,1.65
34,4,40,Schraubenzieher,symbols/sym_40.png,5,1.55
34,5,57,Lupe,symbols/sym_57.png,15,1.9
34,6,31,Kamm,symbols/sym_31.png,15,1.55
34,7,69,Verkehrsschild,symbols/sym_69.png,10,1.75
34,8,14,Regenschirm,symbols/sym_14.png,-10,1.65
34,9,19,Tasse,symbols/sym_19.png,15,1.45
35,1,15,Schere,symbols/sym_15.png,-20,1.65
35,2,3,Bett,symbols/sym_03.png,20,1.8
35,3,18,Stift,symbols/sym_18.png,0,1.8
35,4,37,Radio,symbols/sym_37.png,-20,1.45
35,5,56,Krücke,symbols/sym_56.png,20,2.1
35,6,60,Rollstuhl,symbols/sym_60.png,20,1.6
35,7,69,Verkehrsschild,symbols/sym_69.png,-15,1.65
35,8,30,Helm,symbols/sym_30.png,-20,1.75
35,9,41,Schubkarre,symbols/sym_41.png,0,1.6
36,1,29,Hammer,symbols/sym_29.png,20,1.45
36,2,4,Brille,symbols/sym_04.png,-5,1.6
36,3,55,Kompass,symbols/sym_55.png,10,1.8
36,4,69,Verkehrsschild,symbols/sym_69.png,-10,1.4
36,5,38,Rucksack,symbols/sym_38.png,-10,2.1
36,6,17,Seife,symbols/sym_17.png,15,1.45
36,7,16,Schüssel,symbols/sym_16.png,0,1.6
36,8,42,Spiegel,symbols/sym_42.png,0,1.7
36,9,59,Pfeife,symbols/sym_59.png,-20,1.5
37,1,5,Buch,symbols/sym_05.png,20,1.55
37,2,28,Gießkanne,symbols/sym_28.png,-15,1.8
37,3,24,Bauklötze,symbols/sym_24.png,0,1.65
37,4,62,Schläger,symbols/sym_62.png,20,1.55
37,5,47,Zeitung,symbols/sym_47.png,15,2.1
37,6,35,Maßband,symbols/sym_35.png,15,1.4
37,7,50,Arztkoffer,symbols/sym_50.png,-20,1.65
37,8,9,Kissen,symbols/sym_09.png,-20,1.7
37,9,69,Verkehrsschild,symbols/sym_69.png,-5,1.5
38,1,36,Puzzle,symbols/sym_36.png,-10,1.6
38,2,49,Angel,symbols/sym_49.png,15,1.8
38,3,27,Fahrrad,symbols/sym_27.png,-5,1.7
38,4,69,Verkehrsschild,symbols/sym_69.png,-10,1.4
38,5,23,Zahnbürste,symbols/sym_23.png,-5,1.9
38,6,61,Schlafsack,symbols/sym_61.png,-5,1.45
38,7,10,Lampe,symbols/sym_10.png,0,1.65
38,8,48,Zollstock,symbols/sym_48.png,-5,1.75
38,9,6,Decke,symbols/sym_06.png,-10,1.45
39,1,22,Trinkflasche,symbols/sym_22.png,-15,1.5
39,2,33,Lineal,symbols/sym_33.png,-20,1.75
39,3,52,Fußballtor,symbols/sym_52.png,-20,1.6
39,4,7,Gabel,symbols/sym_07.png,15,1.55
39,5,45,Würfel,symbols/sym_45.png,-5,2.05
39,6,26,Eimer,symbols/sym_26.png,-20,1.45
39,7,64,Stethoskop,symbols/sym_64.png,-10,1.8
39,8,69,Verkehrsschild,symbols/sym_69.png,-5,1.65
39,9,11,Löffel,symbols/sym_11.png,0,1.5
40,1,8,Handtuch,symbols/sym_08.png,20,1.5
40,2,63,Seil,symbols/sym_63.png,20,1.8
40,3,46,Zange,symbols/sym_46.png,-5,1.75
40,4,51,Fernglas,symbols/sym_51.png,10,1.4
40,5,25,Computer,symbols/sym_25.png,20,2.05
40,6,21,Topf,symbols/sym_21.png,5,1.45
40,7,34,Maus,symbols/sym_34.png,-20,1.7
40,8,69,Verkehrsschild,symbols/sym_69.png,20,1.65
40,9,12,Messer,symbols/sym_12.png,-5,1.65
41,1,14,Regenschirm,symbols/sym_14.png,-10,1.45
41,2,48,Zollstock,symbols/sym_48.png,20,1.7
41,3,35,Maßband,symbols/sym_35.png,0,1.65
41,4,18,Stift,symbols/sym_18.png,-20,1.5
41,5,70,Wanderstock,symbols/sym_70.png,-5,1.9
41,6,52,Fußballtor,symbols/sym_52.png,15,1.4
41,7,63,Seil,symbols/sym_63.png,10,1.75
41,8,1,Ball,symbols/sym_01.png,-20,1.8
41,9,29,Hammer,symbols/sym_29.png,0,1.55
42,1,64,Stethoskop,symbols/sym_64.png,0,1.65
42,2,17,Seife,symbols/sym_17.png,5,1.6
42,3,36,Puzzle,symbols/sym_36.png,0,1.7
42,4,70,Wanderstock,symbols/sym_70.png,10,1.6
42,5,13,Pfanne,symbols/sym_13.png,15,1.9
42,6,51,Fernglas,symbols/sym_51.png,-10,1.55
42,7,30,Helm,symbols/sym_30.png,5,1.75
42,8,2,Besen,symbols/sym_02.png,0,1.65
42,9,47,Zeitung,symbols/sym_47.png,15,1.65
43,1,3,Bett,symbols/sym_03.png,-15,1.5
43,2,33,Lineal,symbols/sym_33.png,-20,1.8
43,3,46,Zange,symbols/sym_46.png,-10,1.7
43,4,70,Wanderstock,symbols/sym_70.png,-15,1.55
43,5,61,Schlafsack,symbols/sym_61.png,10,1.95
43,6,31,Kamm,symbols/sym_31.png,10,1.45
43,7,50,Arztkoffer,symbols/sym_50.png,-20,1.65
43,8,20,Teller,symbols/sym_20.png,0,1.6
43,9,16,Schüssel,symbols/sym_16.png,-15,1.55
44,1,32,Kerze,symbols/sym_32.png,20,1.55
44,2,19,Tasse,symbols/sym_19.png,-15,1.7
44,3,15,Schere,symbols/sym_15.png,-15,1.65
44,4,49,Angel,symbols/sym_49.png,-20,1.4
44,5,45,Würfel,symbols/sym_45.png,-20,2.0
44,6,70,Wanderstock,symbols/sym_70.png,-5,1.55
44,7,4,Brille,symbols/sym_04.png,0,1.65
44,8,34,Maus,symbols/sym_34.png,20,1.6
44,9,62,Schläger,symbols/sym_62.png,-20,1.65
45,1,5,Buch,symbols/sym_05.png,-10,1.6
45,2,10,Lampe,symbols/sym_10.png,15,1.7
45,3,22,Trinkflasche,symbols/sym_22.png,0,1.7
45,4,70,Wanderstock,symbols/sym_70.png,-20,1.45
45,5,56,Krücke,symbols/sym_56.png,-15,2.05
45,6,59,Pfeife,symbols/sym_59.png,-15,1.5
45,7,44,Tastatur,symbols/sym_44.png,0,1.6
45,8,39,Schaufel,symbols/sym_39.png,-20,1.7
45,9,25,Computer,symbols/sym_25.png,-5,1.6
46,1,9,Kissen,symbols/sym_09.png,0,1.6
46,2,43,Säge,symbols/sym_43.png,-20,1.65
46,3,40,Schraubenzieher,symbols/sym_40.png,-20,1.75
46,4,6,Decke,symbols/sym_06.png,5,1.45
46,5,55,Kompass,symbols/sym_55.png,-15,1.95
46,6,60,Rollstuhl,symbols/sym_60.png,-20,1.6
46,7,26,Eimer,symbols/sym_26.png,0,1.8
46,8,70,Wanderstock,symbols/sym_70.png,-15,1.6
46,9,21,Topf,symbols/sym_21.png,-5,1.6
47,1,57,Lupe,symbols/sym_57.png,5,1.5
47,2,70,Wanderstock,symbols/sym_70.png,5,1.8
47,3,42,Spiegel,symbols/sym_42.png,15,1.6
47,4,24,Bauklötze,symbols/sym_24.png,15,1.55
47,5,12,Messer,symbols/sym_12.png,15,2.0
47,6,7,Gabel,symbols/sym_07.png,5,1.5
47,7,27,Fahrrad,symbols/sym_27.png,-10,1.75
47,8,54,Koffer,symbols/sym_54.png,-5,1.7
47,9,37,Radio,symbols/sym_37.png,15,1.55
48,1,28,Gießkanne,symbols/sym_28.png,-20,1.45
48,2,70,Wanderstock,symbols/sym_70.png,-15,1.75
48,3,58,Mikrofon,symbols/sym_58.png,10,1.75
48,4,23,Zahnbürste,symbols/sym_23.png,-10,1.6
48,5,11,Löffel,symbols/sym_11.png,-15,1.95
48,6,53,Karte,symbols/sym_53.png,20,1.6
48,7,41,Schubkarre,symbols/sym_41.png,-20,1.65
48,8,8,Handtuch,symbols/sym_08.png,20,1.65
48,9,38,Rucksack,symbols/sym_38.png,10,1.65
49,1,38,Rucksack,symbols/sym_38.png,5,1.45
49,2,51,Fernglas,symbols/sym_51.png,5,1.65
49,3,44,Tastatur,symbols/sym_44.png,5,1.8
49,4,71,Werkzeugkiste,symbols/sym_71.png,0,1.4
49,5,1,Ball,symbols/sym_01.png,-5,2.0
49,6,15,Schere,symbols/sym_15.png,10,1.45
49,7,26,Eimer,symbols/sym_26.png,0,1.65
49,8,24,Bauklötze,symbols/sym_24.png,-20,1.75
49,9,61,Schlafsack,symbols/sym_61.png,-5,1.45
50,1,23,Zahnbürste,symbols/sym_23.png,10,1.5
50,2,52,Fußballtor,symbols/sym_52.png,0,1.65
50,3,43,Säge,symbols/sym_43.png,20,1.8
50,4,62,Schläger,symbols/sym_62.png,20,1.4
50,5,71,Werkzeugkiste,symbols/sym_71.png,-20,1.9
50,6,25,Computer,symbols/sym_25.png,-5,1.45
50,7,16,Schüssel,symbols/sym_16.png,-20,1.6
50,8,2,Besen,symbols/sym_02.png,-10,1.7
50,9,37,Radio,symbols/sym_37.png,-15,1.6
51,1,28,Gießkanne,symbols/sym_28.png,0,1.5
51,2,63,Seil,symbols/sym_63.png,5,1.6
51,3,22,Trinkflasche,symbols/sym_22.png,-15,1.75
51,4,71,Werkzeugkiste,symbols/sym_71.png,5,1.5
51,5,40,Schraubenzieher,symbols/sym_40.png,0,2.05
51,6,13,Pfanne,symbols/sym_13.png,0,1.4
51,7,3,Bett,symbols/sym_03.png,10,1.75
51,8,49,Angel,symbols/sym_49.png,0,1.6
51,9,42,Spiegel,symbols/sym_42.png,-15,1.55
52,1,41,Schubkarre,symbols/sym_41.png,-5,1.55
52,2,64,Stethoskop,symbols/sym_64.png,15,1.75
52,3,27,Fahrrad,symbols/sym_27.png,-15,1.6
52,4,14,Regenschirm,symbols/sym_14.png,0,1.6
52,5,50,Arztkoffer,symbols/sym_50.png,-20,1.95
52,6,71,Werkzeugkiste,symbols/sym_71.png,10,1.55
52,7,39,Schaufel,symbols/sym_39.png,-20,1.65
52,8,21,Topf,symbols/sym_21.png,-10,1.7
52,9,4,Brille,symbols/sym_04.png,-5,1.6
53,1,30,Helm,symbols/sym_30.png,20,1.65
53,2,34,Maus,symbols/sym_34.png,10,1.6
53,3,55,Kompass,symbols/sym_55.png,-20,1.65
53,4,5,Buch,symbols/sym_05.png,-15,1.5
53,5,48,Zollstock,symbols/sym_48.png,5,2.0
53,6,71,Werkzeugkiste,symbols/sym_71.png,-15,1.4
53,7,11,Löffel,symbols/sym_11.png,-10,1.75
53,8,20,Teller,symbols/sym_20.png,-20,1.75
53,9,57,Lupe,symbols/sym_57.png,-10,1.55
54,1,58,Mikrofon,symbols/sym_58.png,-5,1.65
