Count,card_id,slot_01,slot_02,slot_03,slot_04,slot_05,slot_06,slot_07,slot_08,slot_09
1,12,assets/images/sym_66.png,assets/images/sym_47.png,assets/images/sym_25.png,assets/images/sym_61.png,assets/images/sym_40.png,assets/images/sym_18.png,assets/images/sym_4.png,assets/images/sym_11.png,assets/images/sym_54.png
1,13,assets/images/sym_51.png,assets/images/sym_5.png,assets/images/sym_33.png,assets/images/sym_66.png,assets/images/sym_42.png,assets/images/sym_14.png,assets/images/sym_60.png,assets/images/sym_32.png,assets/images/sym_23.png
1,14,assets/images/sym_34.png,assets/images/sym_13.png,assets/images/sym_41.png,assets/images/sym_24.png,assets/images/sym_52.png,assets/images/sym_6.png,assets/images/sym_59.png,assets/images/sym_66.png,assets/images/sym_31.png
1,15,assets/images/sym_21.png,assets/images/sym_16.png,assets/images/sym_7.png,assets/images/sym_66.png,assets/images/sym_35.png,assets/images/sym_30.png,assets/images/sym_49.png,assets/images/sym_58.png,assets/images/sym_44.png
1,16,assets/images/sym_29.png,assets/images/sym_8.png,assets/images/sym_43.png,assets/images/sym_22.png,assets/images/sym_66.png,assets/images/sym_57.png,assets/images/sym_50.png,assets/images/sym_36.png,assets/images/sym_15.png
1,17,assets/images/sym_42.png,assets/images/sym_1.png,assets/images/sym_21.png,assets/images/sym_62.png,assets/images/sym_36.png,assets/images/sym_31.png,assets/images/sym_56.png,assets/images/sym_67.png,assets/images/sym_11.png
1,18,assets/images/sym_32.png,assets/images/sym_12.png,assets/images/sym_67.png,assets/images/sym_22.png,assets/images/sym_35.png,assets/images/sym_41.png,assets/images/sym_55.png,assets/images/sym_61.png,assets/images/sym_2.png
1,19,assets/images/sym_3.png,assets/images/sym_9.png,assets/images/sym_23.png,assets/images/sym_54.png,assets/images/sym_44.png,assets/images/sym_29.png,assets/images/sym_64.png,assets/images/sym_67.png,assets/images/sym_34.png
1,20,assets/images/sym_4.png,assets/images/sym_10.png,assets/images/sym_43.png,assets/images/sym_63.png,assets/images/sym_53.png,assets/images/sym_30.png,assets/images/sym_67.png,assets/images/sym_24.png,assets/images/sym_33.png
1,21,assets/images/sym_58.png,assets/images/sym_15.png,assets/images/sym_17.png,assets/images/sym_67.png,assets/images/sym_27.png,assets/images/sym_52.png,assets/images/sym_5.png,assets/images/sym_40.png,assets/images/sym_46.png
1,22,assets/images/sym_16.png,assets/images/sym_28.png,assets/images/sym_6.png,assets/images/sym_67.png,assets/images/sym_51.png,assets/images/sym_18.png,assets/images/sym_57.png,assets/images/sym_45.png,assets/images/sym_39.png
1,23,assets/images/sym_7.png,assets/images/sym_13.png,assets/images/sym_25.png,assets/images/sym_50.png,assets/images/sym_48.png,assets/images/sym_67.png,assets/images/sym_19.png,assets/images/sym_60.png,assets/images/sym_38.png
1,24,assets/images/sym_59.png,assets/images/sym_37.png,assets/images/sym_26.png,assets/images/sym_8.png,assets/images/sym_67.png,assets/images/sym_47.png,assets/images/sym_49.png,assets/images/sym_20.png,assets/images/sym_14.png
1,25,assets/images/sym_40.png,assets/images/sym_12.png,assets/images/sym_59.png,assets/images/sym_45.png,assets/images/sym_30.png,assets/images/sym_50.png,assets/images/sym_68.png,assets/images/sym_23.png,assets/images/sym_1.png
1,26,assets/images/sym_39.png,assets/images/sym_11.png,assets/images/sym_68.png,assets/images/sym_49.png,assets/images/sym_29.png,assets/images/sym_2.png,assets/images/sym_46.png,assets/images/sym_24.png,assets/images/sym_60.png
1,27,assets/images/sym_68.png,assets/images/sym_3.png,assets/images/sym_32.png,assets/images/sym_57.png,assets/images/sym_38.png,assets/images/sym_47.png,assets/images/sym_10.png,assets/images/sym_52.png,assets/images/sym_21.png
1,28,assets/images/sym_51.png,assets/images/sym_68.png,assets/images/sym_31.png,assets/images/sym_37.png,assets/images/sym_22.png,assets/images/sym_58.png,assets/images/sym_9.png,assets/images/sym_48.png,assets/images/sym_4.png
1,29,assets/images/sym_41.png,assets/images/sym_68.png,assets/images/sym_26.png,assets/images/sym_54.png,assets/images/sym_63.png,assets/images/sym_36.png,assets/images/sym_19.png,assets/images/sym_5.png,assets/images/sym_16.png
1,30,assets/images/sym_15.png,assets/images/sym_68.png,assets/images/sym_53.png,assets/images/sym_25.png,assets/images/sym_42.png,assets/images/sym_20.png,assets/images/sym_6.png,assets/images/sym_64.png,assets/images/sym_35.png
1,31,assets/images/sym_61.png,assets/images/sym_68.png,assets/images/sym_14.png,assets/images/sym_56.png,assets/images/sym_34.png,assets/images/sym_7.png,assets/images/sym_28.png,assets/images/sym_17.png,assets/images/sym_43.png
1,32,assets/images/sym_27.png,assets/images/sym_68.png,assets/images/sym_33.png,assets/images/sym_62.png,assets/images/sym_18.png,assets/images/sym_44.png,assets/images/sym_13.png,assets/images/sym_55.png,assets/images/sym_8.png
1,33,assets/images/sym_32.png,assets/images/sym_20.png,assets/images/sym_54.png,assets/images/sym_39.png,assets/images/sym_43.png,assets/images/sym_69.png,assets/images/sym_1.png,assets/images/sym_13.png,assets/images/sym_58.png
1,34,assets/images/sym_2.png,assets/images/sym_44.png,assets/images/sym_53.png,assets/images/sym_40.png,assets/images/sym_57.png,assets/images/sym_31.png,assets/images/sym_69.png,assets/images/sym_14.png,assets/images/sym_19.png
1,35,assets/images/sym_15.png,assets/images/sym_3.png,assets/images/sym_18.png,assets/images/sym_37.png,assets/images/sym_56.png,assets/images/sym_60.png,assets/images/sym_69.png,assets/images/sym_30.png,assets/images/sym_41.png
1,36,assets/images/sym_29.png,assets/images/sym_4.png,assets/images/sym_55.png,assets/images/sym_69.png,assets/images/sym_38.png,assets/images/sym_17.png,assets/images/sym_16.png,assets/images/sym_42.png,assets/images/sym_59.png
1,37,assets/images/sym_5.png,assets/images/sym_28.png,assets/images/sym_24.png,assets/images/sym_62.png,assets/images/sym_47.png,assets/images/sym_35.png,assets/images/sym_50.png,assets/images/sym_9.png,assets/images/sym_69.png
1,38,assets/images/sym_36.png,assets/images/sym_49.png,assets/images/sym_27.png,assets/images/sym_69.png,assets/images/sym_23.png,assets/images/sym_61.png,assets/images/sym_10.png,assets/images/sym_48.png,assets/images/sym_6.png
1,39,assets/images/sym_22.png,assets/images/sym_33.png,assets/images/sym_52.png,assets/images/sym_7.png,assets/images/sym_45.png,assets/images/sym_26.png,assets/images/sym_64.png,assets/images/sym_69.png,assets/images/sym_11.png
1,40,assets/images/sym_8.png,assets/images/sym_63.png,assets/images/sym_46.png,assets/images/sym_51.png,assets/images/sym_25.png,assets/images/sym_21.png,assets/images/sym_34.png,assets/images/sym_69.png,assets/images/sym_12.png
1,41,assets/images/sym_14.png,assets/images/sym_48.png,assets/images/sym_35.png,assets/images/sym_18.png,assets/images/sym_70.png,assets/images/sym_52.png,assets/images/sym_63.png,assets/images/sym_1.png,assets/images/sym_29.png
1,42,assets/images/sym_64.png,assets/images/sym_17.png,assets/images/sym_36.png,assets/images/sym_70.png,assets/images/sym_13.png,assets/images/sym_51.png,assets/images/sym_30.png,assets/images/sym_2.png,assets/images/sym_47.png
1,43,assets/images/sym_3.png,assets/images/sym_33.png,assets/images/sym_46.png,assets/images/sym_70.png,assets/images/sym_61.png,assets/images/sym_31.png,assets/images/sym_50.png,assets/images/sym_20.png,assets/images/sym_16.png
1,44,assets/images/sym_32.png,assets/images/sym_19.png,assets/images/sym_15.png,assets/images/sym_49.png,assets/images/sym_45.png,assets/images/sym_70.png,assets/images/sym_4.png,assets/images/sym_34.png,assets/images/sym_62.png
1,45,assets/images/sym_5.png,assets/images/sym_10.png,assets/images/sym_22.png,assets/images/sym_70.png,assets/images/sym_56.png,assets/images/sym_59.png,assets/images/sym_44.png,assets/images/sym_39.png,assets/images/sym_25.png
1,46,assets/images/sym_9.png,assets/images/sym_43.png,assets/images/sym_40.png,assets/images/sym_6.png,assets/images/sym_55.png,assets/images/sym_60.png,assets/images/sym_26.png,assets/images/sym_70.png,assets/images/sym_21.png
1,47,assets/images/sym_57.png,assets/images/sym_70.png,assets/images/sym_42.png,assets/images/sym_24.png,assets/images/sym_12.png,assets/images/sym_7.png,assets/images/sym_27.png,assets/images/sym_54.png,assets/images/sym_37.png
1,48,assets/images/sym_28.png,assets/images/sym_70.png,assets/images/sym_58.png,assets/images/sym_23.png,assets/images/sym_11.png,assets/images/sym_53.png,assets/images/sym_41.png,assets/images/sym_8.png,assets/images/sym_38.png
1,49,assets/images/sym_38.png,assets/images/sym_51.png,assets/images/sym_44.png,assets/images/sym_71.png,assets/images/sym_1.png,assets/images/sym_15.png,assets/images/sym_26.png,assets/images/sym_24.png,assets/images/sym_61.png
1,50,assets/images/sym_23.png,assets/images/sym_52.png,assets/images/sym_43.png,assets/images/sym_62.png,assets/images/sym_71.png,assets/images/sym_25.png,assets/images/sym_16.png,assets/images/sym_2.png,assets/images/sym_37.png
1,51,assets/images/sym_28.png,assets/images/sym_63.png,assets/images/sym_22.png,assets/images/sym_71.png,assets/images/sym_40.png,assets/images/sym_13.png,assets/images/sym_3.png,assets/images/sym_49.png,assets/images/sym_42.png
1,52,assets/images/sym_41.png,assets/images/sym_64.png,assets/images/sym_27.png,assets/images/sym_14.png,assets/images/sym_50.png,assets/images/sym_71.png,assets/images/sym_39.png,assets/images/sym_21.png,assets/images/sym_4.png
1,53,assets/images/sym_30.png,assets/images/sym_34.png,assets/images/sym_55.png,assets/images/sym_5.png,assets/images/sym_48.png,assets/images/sym_71.png,assets/images/sym_11.png,assets/images/sym_20.png,assets/images/sym_57.png
1,54,assets/images/sym_58.png,assets/images/sym_71.png,assets/images/sym_56.png,assets/images/sym_6.png,assets/images/sym_33.png,assets/images/sym_19.png,assets/images/sym_47.png,assets/images/sym_12.png,assets/images/sym_29.png
1,55,assets/images/sym_46.png,assets/images/sym_9.png,assets/images/sym_7.png,assets/images/sym_53.png,assets/images/sym_18.png,assets/images/sym_36.png,assets/images/sym_59.png,assets/images/sym_71.png,assets/images/sym_32.png
1,56,assets/images/sym_35.png,assets/images/sym_54.png,assets/images/sym_17.png,assets/images/sym_45.png,assets/images/sym_8.png,assets/images/sym_71.png,assets/images/sym_60.png,assets/images/sym_31.png,assets/images/sym_10.png
1,57,assets/images/sym_16.png,assets/images/sym_47.png,assets/images/sym_60.png,assets/images/sym_22.png,assets/images/sym_72.png,assets/images/sym_27.png,assets/images/sym_53.png,assets/images/sym_1.png,assets/images/sym_34.png
1,58,assets/images/sym_54.png,assets/images/sym_21.png,assets/images/sym_15.png,assets/images/sym_2.png,assets/images/sym_28.png,assets/images/sym_59.png,assets/images/sym_33.png,assets/images/sym_48.png,assets/images/sym_72.png
1,59,assets/images/sym_58.png,assets/images/sym_45.png,assets/images/sym_3.png,assets/images/sym_24.png,assets/images/sym_14.png,assets/images/sym_72.png,assets/images/sym_25.png,assets/images/sym_36.png,assets/images/sym_55.png
1,60,assets/images/sym_56.png,assets/images/sym_4.png,assets/images/sym_23.png,assets/images/sym_72.png,assets/images/sym_35.png,assets/images/sym_57.png,assets/images/sym_26.png,assets/images/sym_46.png,assets/images/sym_13.png
1,61,assets/images/sym_5.png,assets/images/sym_38.png,assets/images/sym_12.png,assets/images/sym_49.png,assets/images/sym_64.png,assets/images/sym_72.png,assets/images/sym_18.png,assets/images/sym_31.png,assets/images/sym_43.png
1,62,assets/images/sym_37.png,assets/images/sym_44.png,assets/images/sym_50.png,assets/images/sym_6.png,assets/images/sym_17.png,assets/images/sym_72.png,assets/images/sym_63.png,assets/images/sym_32.png,assets/images/sym_11.png
1,63,assets/images/sym_29.png,assets/images/sym_41.png,assets/images/sym_62.png,assets/images/sym_7.png,assets/images/sym_51.png,assets/images/sym_40.png,assets/images/sym_72.png,assets/images/sym_20.png,assets/images/sym_10.png
1,64,assets/images/sym_72.png,assets/images/sym_42.png,assets/images/sym_39.png,assets/images/sym_61.png,assets/images/sym_30.png,assets/images/sym_52.png,assets/images/sym_19.png,assets/images/sym_8.png,assets/images/sym_9.png
1,65,assets/images/sym_4.png,assets/images/sym_3.png,assets/images/sym_1.png,assets/images/sym_8.png,assets/images/sym_2.png,assets/images/sym_6.png,assets/images/sym_5.png,assets/images/sym_7.png,assets/images/sym_73.png
1,66,assets/images/sym_12.png,assets/images/sym_14.png,assets/images/sym_15.png,assets/images/sym_73.png,assets/images/sym_10.png,assets/images/sym_11.png,assets/images/sym_13.png,assets/images/sym_16.png,assets/images/sym_9.png
1,67,assets/images/sym_19.png,assets/images/sym_21.png,assets/images/sym_73.png,assets/images/sym_20.png,assets/images/sym_17.png,assets/images/sym_23.png,assets/images/sym_22.png,assets/images/sym_18.png,assets/images/sym_24.png
1,68,assets/images/sym_32.png,assets/images/sym_25.png,assets/images/sym_26.png,assets/images/sym_30.png,assets/images/sym_31.png,assets/images/sym_73.png,assets/images/sym_29.png,assets/images/sym_27.png,assets/images/sym_28.png
1,69,assets/images/sym_34.png,assets/images/sym_73.png,assets/images/sym_33.png,assets/images/sym_38.png,assets/images/sym_35.png,assets/images/sym_36.png,assets/images/sym_37.png,assets/images/sym_40.png,assets/images/sym_39.png
1,70,assets/images/sym_47.png,assets/images/sym_48.png,assets/images/sym_43.png,assets/images/sym_41.png,assets/images/sym_44.png,assets/images/sym_42.png,assets/images/sym_45.png,assets/images/sym_46.png,assets/images/sym_73.png
1,71,assets/images/sym_51.png,assets/images/sym_53.png,assets/images/sym_52.png,assets/images/sym_55.png,assets/images/sym_50.png,assets/images/sym_54.png,assets/images/sym_73.png,assets/images/sym_49.png,assets/images/sym_56.png
1,72,assets/images/sym_73.png,assets/images/sym_58.png,assets/images/sym_63.png,assets/images/sym_62.png,assets/images/sym_57.png,assets/images/sym_59.png,assets/images/sym_61.png,assets/images/sym_64.png,assets/images/sym_60.png
1,73,assets/images/sym_70.png,assets/images/sym_65.png,assets/images/sym_66.png,assets/images/sym_73.png,assets/images/sym_67.png,assets/images/sym_69.png,assets/images/sym_72.png,assets/images/sym_71.png,assets/images/sym_68.png
